,color,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,History,Adventure,Comedy,Documentary,Action,Mystery,Western,Fantasy,Drama,Music,Romance,Sport,Sci-Fi,War,Film-Noir,Family,Crime,Short,Biography,Animation,Horror,News,Thriller,Musical
Flipper,1.0,0.027093596059113302,0.27244582043343657,0.0,0.0011304347826086958,0.000690625,0.02636081938033113,0.004736178354428058,0.0009379806008557551,0.023255813953488372,0.00494168808064835,0.006078519839313649,0.8000000000000007,0.0006934306569343066,0.4675324675324676,0.07894736842105264,0.0014441260744985675,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Self/less,1.0,0.21798029556650247,0.3405572755417957,0.03317391304347826,0.02273913043478261,0.025,0.016142743232747826,0.034128535489380434,0.027175551596546527,0.0,0.02470844040324175,0.006190424607026801,0.990000000000002,0.003963503649635037,0.6363636363636364,0.07894736842105264,0.03151862464183381,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
The Constant Gardener,1.0,0.27709359605911327,0.3777089783281734,0.015347826086956522,0.006565217391304348,0.0013796875,0.044135387364001105,0.06589460390505392,0.0023830188966546375,0.0,0.11207748566910457,0.003571376852038132,0.8900000000000006,0.0031386861313868614,0.7662337662337662,0.04520917678812417,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
The Passion of the Christ,1.0,0.4987684729064039,0.34984520123839014,0.0,0.00491304347826087,0.00040625000000000004,0.0006562751730120203,0.10606838016545554,0.0010735005253300445,0.0,0.5560387428345523,0.007142805608840863,0.879999999999999,0.0018394160583941606,0.7142857142857142,0.07894736842105264,0.03724928366762178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mrs. Doubtfire,1.0,0.06896551724137931,0.3653250773993808,0.0,0.030913043478260873,0.0765625,0.2882290590635098,0.10733779195731462,0.0794862424436222,0.11627906976744186,0.043882190156157345,0.005952329356573286,0.7699999999999996,0.007299270072992701,0.6883116883116883,0.07894736842105264,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rain Man,1.0,0.12192118226600986,0.390092879256966,0.01182608695652174,0.02730434782608696,0.015625,0.22725046821970832,0.2271205538778015,0.01870631766479375,0.06976744186046512,0.06523028266455821,0.005952329356573286,0.7199999999999989,0.006554744525547445,0.8311688311688311,0.04520917678812417,0.034383954154727794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gran Torino,1.0,0.44950738916256155,0.33746130030959753,0.6956521739130436,0.008608695652173913,0.025,0.19471990271841297,0.3324545097851232,0.02641420370624153,0.0,0.17197074520656255,0.007857091360201409,0.9200000000000017,0.004386861313868613,0.8571428571428571,0.07894736842105264,0.08022922636103152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W.,1.0,0.29679802955665024,0.3777089783281734,0.0,0.02847826086956522,0.003125,0.03355311933006786,0.024225939912141316,0.006492774808521006,0.023255813953488372,0.06305593990907295,0.005976138881618637,0.9200000000000017,0.006029197080291971,0.6233766233766234,0.07894736842105264,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Taken,1.0,0.3793103448275862,0.2662538699690402,0.00782608695652174,0.02108695652173913,0.021875000000000002,0.1906636989833942,0.2862840203839719,0.02506509524462108,0.0,0.19233050009883376,0.005952329356573286,0.9200000000000017,0.005956204379562044,0.8181818181818182,0.07894736842105264,0.0830945558739255,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
The Best of Me,1.0,0.10344827586206896,0.3436532507739938,0.0042173913043478265,0.019000000000000003,0.0012109375,0.035188587709242436,0.02549416810326206,0.004868058410610145,0.0,0.01937141727614153,0.006190424607026801,0.9800000000000004,0.0038175182481751824,0.6623376623376623,0.07894736842105264,0.054441260744985676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Bodyguard,1.0,0.05788177339901478,0.3777089783281734,0.003521739130434783,0.007130434782608696,0.001515625,0.1603479900350778,0.053242503812673876,0.00388439693633609,0.0,0.02470844040324175,0.005952329356573286,0.7600000000000016,0.006233576642335766,0.5844155844155844,0.04520917678812417,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Schindler's List,0.0,0.21305418719211824,0.5510835913312694,0.6086956521739131,0.009217391304347827,0.021875000000000002,0.12631991962032474,0.5119161963333233,0.023195224826032007,0.0,0.25143308954338806,0.00523804360521274,0.7699999999999996,0.005802919708029197,0.9480519480519479,0.04520917678812417,0.1174785100286533,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The Help,1.0,0.458128078817734,0.43034055727554177,0.006521739130434783,0.08695652173913045,0.0234375,0.2231481346520112,0.18875472774519916,0.035367654896228284,0.046511627906976744,0.0907293931607037,0.005952329356573286,0.9499999999999993,0.021897810218978103,0.844155844155844,0.04520917678812417,0.21489971346704873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Fifth Estate,1.0,0.27463054187192115,0.3746130030959752,0.016782608695652176,0.008826086956521739,0.029687500000000002,0.0042787451352188114,0.01732613940804576,0.05533019658002528,0.023255813953488372,0.020557422415497136,0.006666615107933832,0.9699999999999989,0.12408759124087591,0.5974025974025974,0.07894736842105264,0.03151862464183381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Scooby-Doo 2: Monsters Unleashed,1.0,0.1145320197044335,0.2662538699690402,0.00291304347826087,0.025913043478260872,0.00625,0.11069637829203077,0.019632977247051205,0.011877027088757939,0.0,0.029254793437438233,0.019047568131516635,0.879999999999999,0.014598540145985403,0.4285714285714286,0.04520917678812417,0.0016246418338108884,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Viy,1.0,0.02955665024630542,0.30959752321981426,0.0,0.0020869565217391307,0.0015625,0.03293045731801466,0.0018730481684074473,0.0017754632801912508,0.023255813953488372,0.003360347894840878,0.006190424607026801,0.9800000000000004,0.0004744525547445256,0.49350649350649356,0.04520917678812417,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Freddy vs. Jason,1.0,0.33497536945812806,0.2786377708978328,0.0013478260869565217,0.028782608695652176,0.001434375,0.10803752900282396,0.0527270456911311,0.0071444886026220825,0.0,0.17473809053172565,0.007142805608840863,0.870000000000001,0.005708029197080292,0.5454545454545454,0.07894736842105264,0.008595988538681949,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Jimmy Neutron: Boy Genius,1.0,0.08004926108374384,0.23219814241486067,0.00034782608695652176,0.007782608695652175,0.001203125,0.10640391991284062,0.014166517237073451,0.003427588202153092,0.0,0.023127100217434277,0.007142805608840863,0.8500000000000014,0.004941605839416058,0.5714285714285714,0.04520917678812417,0.0012177650429799427,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Cloverfield,1.0,0.5640394088669951,0.24148606811145515,0.008608695652173913,0.01682608695652174,0.003125,0.10523805617574049,0.1756356971615479,0.0060268298996543485,0.0,0.4330895433880214,0.005952329356573286,0.9200000000000017,0.007299270072992701,0.7012987012987012,0.04520917678812417,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1.0,0.08251231527093596,0.25077399380804954,0.0014782608695652175,0.019347826086956524,0.0010031250000000001,0.10342677583008468,0.025305383785498403,0.0038082621473055902,0.0,0.018185412136785928,0.005952329356573286,0.75,0.0038905109489051097,0.5714285714285714,0.04520917678812417,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Untouchables,1.0,0.15024630541871922,0.34674922600619196,0.0,0.00817391304347826,0.034375,0.10028891762985309,0.12960605624825788,0.034667214837147686,0.023255813953488372,0.08242735718521448,0.005952329356573286,0.7100000000000009,0.002708029197080292,0.8181818181818182,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
No Country for Old Men,1.0,0.5997536945812808,0.3560371517027864,0.04347826086956522,0.03839130434782609,0.003125,0.09766310030936849,0.36221437494932707,0.007214532608530142,0.0,0.2998616327337419,0.005952329356573286,0.9100000000000001,0.0068540145985401466,0.844155844155844,0.07894736842105264,0.060171919770773644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ride Along,1.0,0.17857142857142858,0.28482972136222917,0.007260869565217392,0.02,0.0010234375,0.17638443820442973,0.0449164644188905,0.003645333698780321,0.023255813953488372,0.021348092508400873,0.005952329356573286,0.9800000000000004,0.0038029197080291974,0.5974025974025974,0.07894736842105264,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bridget Jones's Diary,1.0,0.20566502463054187,0.2786377708978328,0.0004782608695652174,0.03856521739130435,0.021875000000000002,0.09401690928845588,0.10153104673506695,0.025884305574589254,0.06976744186046512,0.11267048823878238,0.006190424607026801,0.8500000000000014,0.007299270072992701,0.6623376623376623,0.07894736842105264,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chocolat,1.0,0.18596059113300492,0.3529411764705882,0.023000000000000003,0.007086956521739131,0.0008453125,0.09376602884960682,0.08894937088661756,0.0020145265177470193,0.023255813953488372,0.09824075904328919,0.005952329356573286,0.8399999999999999,0.002912408759124088,0.7402597402597402,0.04520917678812417,0.05157593123209169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Legally Blonde 2: Red, White & Blonde",1.0,0.1625615763546798,0.27244582043343657,0.0,0.027956521739130435,0.0014593750000000002,0.11809012315272831,0.02746663873368924,0.005329435232134972,0.046511627906976744,0.058509586874876465,0.010714234365643593,0.870000000000001,0.004781021897810219,0.3896103896103895,0.04520917678812417,0.0018911174785100288,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parental Guidance,1.0,0.16995073891625617,0.303405572755418,0.004304347826086957,0.01882608695652174,0.0046875,0.10159656334455935,0.012529005615593702,0.008740273780701354,0.11627906976744186,0.020952757461949002,0.005952329356573286,0.9600000000000009,0.00327007299270073,0.5844155844155844,0.04520917678812417,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No Strings Attached,1.0,0.3004926108374384,0.31269349845201244,0.01847826086956522,0.03330434782608696,0.03125,0.09286692445961137,0.09984382388257733,0.03462457935529061,0.023255813953488372,0.034987151610990315,0.005952329356573286,0.9499999999999993,0.007021897810218979,0.5974025974025974,0.07894736842105264,0.06876790830945559,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tombstone,1.0,0.1022167487684729,0.3931888544891641,0.007391304347826088,0.020521739130434785,0.003125,0.07429911980210904,0.056360699957804634,0.006780564311056295,0.0,0.08657837517295909,0.005952329356573286,0.7699999999999996,0.00527007299270073,0.8051948051948051,0.07894736842105264,0.03151862464183381,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Romeo Must Die,1.0,0.08497536945812809,0.33436532507739936,0.0018695652173913045,0.03369565217391304,0.0078125,0.07359994159675479,0.033753334055329785,0.013829123079499947,0.023255813953488372,0.07195097845423998,0.005952329356573286,0.8399999999999999,0.00618978102189781,0.5844155844155844,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
The Omen,1.0,0.18842364532019704,0.30959752321981426,0.021869565217391307,0.0046956521739130435,0.0004125,0.03293045731801466,0.04790801528501993,0.0010247742603505246,0.046511627906976744,0.061079264676813606,0.0006666147965052442,0.6000000000000014,0.0010145985401459855,0.7792207792207791,0.07894736842105264,0.02005730659025788,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Final Destination 3,1.0,0.2647783251231527,0.24458204334365327,0.0030434782608695656,0.01382608695652174,0.0006875000000000001,0.07113410204159092,0.06087021877084247,0.003684923789076181,0.0,0.11267048823878238,0.005952329356573286,0.8999999999999986,0.0025255474452554744,0.5454545454545454,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
The Lucky One,1.0,0.20812807881773399,0.2910216718266254,0.004173913043478261,0.008869565217391306,0.0011140625,0.07947747951417351,0.04549583698030311,0.002820032585689705,0.0,0.02075508993872307,0.005952329356573286,0.9600000000000009,0.0016058394160583943,0.6363636363636364,0.07894736842105264,0.0830945558739255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bridge to Terabithia,1.0,0.22167487684729065,0.27554179566563464,0.002043478260869565,0.13043478260869565,0.021875000000000002,0.10813065388196276,0.06532588375028628,0.042743593257503085,0.06976744186046512,0.1029847796007116,0.004047567352945162,0.9100000000000001,0.08029197080291971,0.7272727272727273,0.04520917678812417,0.017191977077363897,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finding Neverland,1.0,0.27709359605911327,0.2910216718266254,0.01717391304347826,0.08695652173913045,0.0625,0.0679501087490227,0.10332005925105296,0.08956953390282156,0.023255813953488372,0.12472820715556435,0.005952329356573286,0.879999999999999,0.10218978102189781,0.8051948051948051,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A Madea Christmas,1.0,0.02832512315270936,0.28792569659442724,0.0,0.017391304347826087,0.0015234375,0.06907005303977444,0.0025210695726431993,0.004875671889513195,0.0,0.005139355603874284,0.005952329356573286,0.9699999999999989,0.0038029197080291974,0.4025974025974026,0.04520917678812417,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Grey,1.0,0.5012315270935961,0.3405572755417957,0.010782608695652174,0.03156521739130435,0.021875000000000002,0.06776207859642758,0.12019820577964076,0.025285886132809528,0.023255813953488372,0.14904131251235422,0.005952329356573286,0.9499999999999993,0.005824817518248176,0.6753246753246752,0.07894736842105264,0.09169054441260746,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Hide and Seek,1.0,0.2204433497536946,0.2910216718266254,0.0009130434782608696,0.013782608695652175,0.034375,0.06718884948243352,0.041544385915387935,0.03552144717006989,0.0,0.08875271792844436,0.007142805608840863,0.8900000000000006,0.005927007299270073,0.5584415584415584,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Anchorman: The Legend of Ron Burgundy,1.0,0.22167487684729065,0.281733746130031,0.012391304347826088,0.30434782608695654,1.0,0.1106326338638744,0.15855278770522896,1.0,0.11627906976744186,0.11385649337813798,0.006190424607026801,0.879999999999999,0.05839416058394161,0.7272727272727273,0.04520917678812417,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goodfellas,1.0,0.23522167487684728,0.43034055727554177,0.7391304347826088,0.027608695652173915,0.034375,0.061585643505084386,0.4312330930032034,0.03773696953085743,0.06976744186046512,0.19529551294722278,0.005952329356573286,0.740000000000002,0.006233576642335766,0.9220779220779219,0.04520917678812417,0.07163323782234958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Agent Cody Banks,1.0,0.09605911330049262,0.2941176470588236,0.003956521739130435,0.018869565217391304,0.0015625,0.062176178209634295,0.015830659875165628,0.004624427085712546,0.06976744186046512,0.020359754892271202,0.006190424607026801,0.870000000000001,0.0068175182481751825,0.4415584415584416,0.07894736842105264,0.0015530085959885387,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nanny McPhee,1.0,0.1564039408866995,0.2786377708978328,0.0022608695652173915,0.025173913043478262,0.021875000000000002,0.06196434678854505,0.029395316136798206,0.026309137697379442,0.0,0.03558015418066812,0.005952329356573286,0.8900000000000006,0.014598540145985403,0.6493506493506492,0.07894736842105264,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scarface,1.0,0.17980295566502463,0.4179566563467493,0.0,0.02773913043478261,0.021875000000000002,0.05877646792344492,0.31805541500296786,0.025069663331962908,0.0,0.16801739474204389,0.005952329356573286,0.6700000000000017,0.00489051094890511,0.8701298701298702,0.07894736842105264,0.054441260744985676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nothing to Lose,1.0,0.05911330049261084,0.281733746130031,0.0076521739130434785,0.020347826086956525,0.001159375,0.0584551790694372,0.021451579781495467,0.0037412635329587504,0.046511627906976744,0.017987744613559994,0.005952329356573286,0.8099999999999987,0.004802919708029197,0.6623376623376623,0.04520917678812417,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Last Emperor,1.0,0.09113300492610837,0.6563467492260062,0.04230434782608696,0.017391304347826087,0.0015625,0.05783529152711068,0.04158522014086032,0.0037321273582750906,0.0,0.026092113065823288,0.005476138855666255,0.7100000000000009,0.004693430656934307,0.8051948051948051,0.07894736842105264,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Contraband,1.0,0.33128078817733986,0.3157894736842105,0.007608695652173913,0.03186956521739131,0.0375,0.08742770016242547,0.06034706724450054,0.040541775158741036,0.06976744186046512,0.03162680371614944,0.005952329356573286,0.9600000000000009,0.005372262773722628,0.6363636363636364,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Money Talks,1.0,0.034482758620689655,0.2786377708978328,0.018260869565217393,0.025434782608695652,0.0010859375,0.05399990665421522,0.013459315795921193,0.00385242032494328,0.046511627906976744,0.00790670092903736,0.005952329356573286,0.8099999999999987,0.004635036496350365,0.5844155844155844,0.07894736842105264,0.0019083094555873926,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
There Will Be Blood,1.0,0.48891625615763545,0.4674922600619196,0.0,0.004521739130434783,0.00042500000000000003,0.05288420822258548,0.22073266069303374,0.0008115968510651257,0.0,0.21862028068788297,0.005952329356573286,0.9100000000000001,0.0008102189781021898,0.844155844155844,0.07894736842105264,0.04584527220630373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Wild Thornberrys Movie,1.0,0.04556650246305419,0.24148606811145515,0.0,0.021869565217391307,0.0015625,0.052439205631973684,0.007227657908613004,0.004427999330013857,0.0,0.006325360743229888,0.005952329356573286,0.8599999999999994,0.003905109489051095,0.4675324675324676,0.07894736842105264,0.0005358166189111749,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Rugrats Go Wild,1.0,0.054187192118226604,0.22600619195046442,0.0,0.01573913043478261,0.0015171875,0.051807092014045895,0.0033549162927967832,0.004593973170100346,0.0,0.006720695789681755,0.005952329356573286,0.870000000000001,0.0036715328467153284,0.5194805194805194,0.07894736842105264,0.0009426934097421204,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Undercover Brother,1.0,0.09852216748768473,0.24458204334365327,0.004,0.02026086956521739,0.0011625000000000001,0.050269542692504665,0.017550431747959325,0.0045696100376105865,0.06976744186046512,0.03518481913421625,0.005952329356573286,0.8599999999999994,0.0035693430656934307,0.5454545454545454,0.04520917678812417,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Sisterhood of the Traveling Pants,1.0,0.10714285714285715,0.34674922600619196,0.0018260869565217392,0.03986956521739131,0.003125,0.0512929485859136,0.026532185950777595,0.010448738446545765,0.0,0.043882190156157345,0.005952329356573286,0.8900000000000006,0.006956204379562044,0.6493506493506492,0.07894736842105264,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiss of the Dragon,1.0,0.1416256157635468,0.281733746130031,0.0008695652173913044,0.03791304347826087,0.0078125,0.04843265701557511,0.0314370274104177,0.012097817976946387,0.023255813953488372,0.0500098833761613,0.005952329356573286,0.8500000000000014,0.006481751824817518,0.6493506493506492,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
The House Bunny,1.0,0.15763546798029557,0.2786377708978328,0.0012608695652173913,0.03547826086956522,0.0234375,0.06342783223244412,0.03785391881327455,0.02860993102188114,0.023255813953488372,0.02470844040324175,0.005952329356573286,0.9200000000000017,0.006218978102189781,0.5064935064935064,0.07894736842105264,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
